BOM,Ind Model,HQ Model,Ind ODF,HQ ODF,Project ID,Software Version,Panel,MB,Chassis,PSU,RC,MODULE Panel,（L)/LB,（R)/LB,WIFI BOARD,BLUEE TOOTH,TOP Panel SPONGE STRIPE,L&R Panel SPONGE STRIPE,"
DR",CAMERA(ON TOP EPS),LVDS CABLE-L,LVDS CABLE-R,FFC CABLE(L&R),Stand Base-L,Stand Base-R,Package,增亮片(BRIGHTENER),增亮片(BRIGHTENER),反射片,
H7-DE42NKU-ID0,L24E4200,23E4200,,,OLD,,4A-LD23O7-SS1GTA,"T8-23APKU-MA2
（02-SHY82P-CYAP04）",MS82P-AP,NO,06-520W37-F001X,T8-23E4200-LPM1,4C-LB230T-HQ1,NO,NO,NO,NO,NO,NO,NO,46-60HA45-AAB01G,NO,NO,,,,,,,
H7-YB280NTZ-ID0,L24B2800,24B2800,,,OLD,,4A-LD24E5-CM1GTA,"T8-24APTZ-MA1
（02-SHY82V-CYAP02）",MS82PV-AP,NO,06-520W37-B002X,4A-LD24E5-CM1GTA,,NO,NO,NO,NO,NO,NO,NO,46-60HC20-AAB01G,NO,NO,,,,,,,
H7-DB260NKU-ID0,L24B2600,23B2600,,,OLD,,4A-LD23O7-SS1GTA,"T8-23APKU-MA2
（02-SHY82P-CYAP04）",MS82P-AP,NO,06-520W37-B002X,T8-23B2600-LPM1,4C-LB230T-HQ1,NO,NO,NO,NO,NO,NO,NO,46-60HA45-AAB01G,NO,NO,,,,,,,
H7-DE42NKU-ID0,L24E4200,23E4200,,,OLD,,4A-LD23O7-SS1GTA,"T8-23APKU-MA2
（02-SHY82P-CYAP04）",MS82P-AP,NO,06-520W37-F001X,T8-23E4200-LPM1,4C-LB230T-HQ1,NO,NO,NO,NO,NO,NO,NO,46-60HA45-AAB01G,NO,NO,,,,,,,
H7-YB280NTZ-ID0,L24B2800,24B2800,,,OLD,,4A-LD24E5-CM1GTA,"T8-24APTZ-MA1
（02-SHY82V-CYAP02）",MS82PV-AP,NO,06-520W37-B002X,4A-LD24E5-CM1GTA,,NO,NO,NO,NO,NO,NO,NO,46-60HC20-AAB01G,NO,NO,,,,,,,
H7-YB280NTZ-ID0,L24B2800,24B2800,,,OLD,,4A-LD24E5-CM1GTA,"T8-24APTZ-MA1
（02-SHY82V-CYAP02）",MS82PV-AP,NO,06-520W37-B002X,4A-LD24E5-CM1GTA,,NO,NO,NO,NO,NO,NO,NO,46-60HC20-AAB01G,NO,NO,,,,,,,
H7-ID20N7W-ID0A,L17D20B,16D20,,,OLD,,4A-LCD16E-CM1,T8-16AP7W-MA3,MS82C-AP,81-ADT1225-PW3,06-529W34-A002X,4A-LCD16E-CM1,,NO,NO,NO,NO,NO,NO,NO,46-ZZ042G-CM0BG,NO,NO,,,,,,,
H7-ID20N7W-ID0A,L17D20B,16D20,,,OLD,,4A-LCD16E-CM1,T8-16AP7W-MA3,MS82C-AP,81-ADT1225-PW3,06-529W34-A002X,4A-LCD16E-CM1,,NO,NO,NO,NO,NO,NO,NO,46-ZZ042G-CM0BG,NO,NO,,,,,,,
H7-HE420NTU-ID0,L32E4200,32E4200,,,OLD,,4A-LD32OF-CS9GTA,"T8-32APTU-MA3
（02-SHY82V-CHAP04T）",MS82PVT-AP,NO,06-520W37-F001X,T8-32E4200-LPM1,4C-LB320T-YHF,NO,NO,NO,NO,NO,NO,NO,46-ZZ483G-60Z01G,NO,NO,,,,,,,
H7-DB260NKU-ID0,L24B2600,23B2600,,,OLD,,4A-LD23O7-SS1GTA,"T8-23APKU-MA2
（02-SHY82P-CYAP04）",MS82P-AP,NO,06-520W37-B002X,T8-23B2600-LPM1,4C-LB230T-HQ1,NO,NO,NO,NO,NO,NO,NO,46-60HA45-AAB01G,NO,NO,,,,,,,
H7-28E42NKG-ID0,L29E4200,28E4200,,,OLD,,4A-LD28O5-CS4GTA,T8-28APKG-MA7 (02-SHY82P-CFAP08T),MS82PT-AP,NO,06-520W37-F001X,T8-28E4200-LPM1,4C-LB280T-YH2,NO,NO,NO,NO,NO,NO,NO,46-ZZ575C-60ZG,NO,NO,,,,,,,
H7-HB252NKG-ID0A,L32B2520,32B2520,,,OLD,,4A-LD32OF-CS9GTA,"T8-32APKG-MA5
（02-SHY82P-CHAP02T）",MS82PT-AP,NO,06-520W37-B002X,T8-32B2520-LPM9,4C-LB320T-DS2,NO,NO,NO,NO,NO,NO,NO,46-ZZ538G-64ZG,NO,NO,,,,,,,
H7-HB262NKG-ID0A,L32B2620,32B2620,,,OLD,,4A-LD32OF-CS9GTA,"T8-32APKG-MA5
（02-SHY82P-CHAP02T）",MS82PT-AP,NO,06-520W37-B002X,T8-32B2620-LPM1,4C-LB320T-DS2,NO,NO,NO,NO,NO,NO,NO,46-ZZ565C-60ZG,NO,NO,,,,,,,
H7-28E42NKG-ID0,L29E4200,28E4200,,,OLD,,4A-LD28O5-CS4GTA,T8-28APKG-MA7 (02-SHY82P-CFAP08T),MS82PT-AP,NO,06-520W37-F001X,T8-28E4200-LPM1,4C-LB280T-YH2,NO,NO,NO,NO,NO,NO,NO,46-ZZ575C-60ZG,NO,NO,,,,,,,
H7-HB252NKG-ID0A,L32B2520,32B2520,,,OLD,,4A-LD32OF-CS9GTA,"T8-32APKG-MA5
（02-SHY82P-CHAP02T）",MS82PT-AP,NO,06-520W37-B002X,T8-32B2520-LPM9,4C-LB320T-DS2,NO,NO,NO,NO,NO,NO,NO,46-ZZ538G-64ZG,NO,NO,,,,,,,
H7-KB280NKC-ID0,L40B2800,40B2800,,,OLD,,4A-LD40O5-CM1GTA,T8-40APKC-MA7,MS306-AP,81-PBE039-G03,06-520W37-B002X,T8-40B2800-LPM2,4C-LB400T-YH2,NO,NO,NO,NO,NO,NO,NO,46-ZZ089G-26ZG,NO,NO,,,,,,,
H7-XB261NAL-ID0,L40B2610,39B2610,,,OLD,,4A-LCD39O-CM3,T8-32APAL-MA4,RT49S-AP,81-PBE039-G92,06-520W37-T002X,T8-39B2610-LPM2,4C-LB390T-YHAL,NO,NO,NO,NO,NO,NO,NO,46-60FC50-CFB01G,NO,NO,,,,,,,
H7-WB370NAL-ID0,L55B3700,55B3700,,,OLD,,4A-LD55O5-CS4STA,T8-55APAL-MA1,RT49S-AP,81-PWE055-H01,06-520W37-T002X,T8-55B3700-LPM5,4C-LB550T-YH1A,NO,NO,NO,NO,NO,NO,NO,46-60FA45-BFB01G,NO,NO,,,,,,,
H7-TE420NTZ-ID0,L19E4200,19E4200,,,OLD,,4A-LD19E5-CM5GTA,"T8-19APTZ-MA2
（02-SHY82V-CTAP02）",MS82PV-AP,NO,06-520W37-F001X,4A-LD19E5-CM5GTA,,NO,NO,NO,NO,NO,NO,NO,46-60HC20-AAB01G,NO,NO,,,,,,,
H7-YB280NTZ-ID0,L24B2800,24B2800,,,OLD,,4A-LD24E5-CM1GTA,"T8-24APTZ-MA1
（02-SHY82V-CYAP02）",MS82PV-AP,NO,06-520W37-B002X,4A-LD24E5-CM1GTA,,NO,NO,NO,NO,NO,NO,NO,46-60HC20-AAB01G,NO,NO,,,,,,,
H7-HB252NKG-ID0A,L32B2520,32B2520,,,OLD,,4A-LD32OF-CS9GTA,"T8-32APKG-MA5
（02-SHY82P-CHAP02T）",MS82PT-AP,NO,06-520W37-B002X,T8-32B2520-LPM9,4C-LB320T-DS2,NO,NO,NO,NO,NO,NO,NO,46-ZZ538G-64ZG,NO,NO,,,,,,,
H7-HB262NKG-ID0A,L32B2620,32B2620,,,OLD,,4A-LD32OF-CS9GTA,"T8-32APKG-MA5
（02-SHY82P-CHAP02T）",MS82PT-AP,NO,06-520W37-B002X,T8-32B2620-LPM1,4C-LB320T-DS2,NO,NO,NO,NO,NO,NO,NO,46-ZZ565C-60ZG,NO,NO,,,,,,,
H7-HE420NTU-ID0,L32E4200,32E4200,,,OLD,,4A-LD32OF-CS9GTA,"T8-32APTU-MA3
（02-SHY82V-CHAP04T）",MS82PVT-AP,NO,06-520W37-F001X,T8-32E4200-LPM1,4C-LB320T-YHF,NO,NO,NO,NO,NO,NO,NO,46-ZZ483G-60Z01G,NO,NO,,,,,,,
H7-WB370NAL-ID0,L55B3700,55B3700,,,OLD,,4A-LD55O5-CS4STA,T8-55APAL-MA1,RT49S-AP,81-PWE055-H01,06-520W37-T002X,T8-55B3700-LPM5,4C-LB550T-YH1A,NO,NO,NO,NO,NO,NO,NO,46-60FA45-BFB01G,NO,NO,,,,,,,
H7-YB280NTZ-ID0,L24B2800,24B2800,,,OLD,,4A-LD24E5-CM1GTA,"T8-24APTZ-MA1
（02-SHY82V-CYAP02）",MS82PV-AP,NO,06-520W37-B002X,4A-LD24E5-CM1GTA,,NO,NO,NO,NO,NO,NO,NO,46-60HC20-AAB01G,NO,NO,,,,,,,
H7-ID20N7W-ID0A,L17D20B,16D20,,,OLD,,4A-LCD16E-CM1,T8-16AP7W-MA3,MS82C-AP,81-ADT1225-PW3,06-529W34-A002X,4A-LCD16E-CM1,,NO,NO,NO,NO,NO,NO,NO,46-ZZ042G-CM0BG,NO,NO,,,,,,,
H7-YB280NTZ-ID0,L24B2800,24B2800,,,OLD,,4A-LD24E5-CM1GTA,"T8-24APTZ-MA1
（02-SHY82V-CYAP02）",MS82PV-AP,NO,06-520W37-B002X,4A-LD24E5-CM1GTA,,NO,NO,NO,NO,NO,NO,NO,46-60HC20-AAB01G,NO,NO,,,,,,,
H7-HB252NKG-ID0A,L32B2520,32B2520,,,OLD,,4A-LD32OF-CS9GTA,"T8-32APKG-MA5
（02-SHY82P-CHAP02T）",MS82PT-AP,NO,06-520W37-B002X,T8-32B2520-LPM9,4C-LB320T-DS2,NO,NO,NO,NO,NO,NO,NO,46-ZZ538G-64ZG,NO,NO,,,,,,,
H7-HB262NKG-ID0A,L32B2620,32B2620,,,OLD,,4A-LD32OF-CS9GTA,"T8-32APKG-MA5
（02-SHY82P-CHAP02T）",MS82PT-AP,NO,06-520W37-B002X,T8-32B2620-LPM1,4C-LB320T-DS2,NO,NO,NO,NO,NO,NO,NO,46-ZZ565C-60ZG,NO,NO,,,,,,,
H7-HB262NKG-ID0A,L32B2620,32B2620,,,OLD,,4A-LD32OF-CS9GTA,"T8-32APKG-MA5
（02-SHY82P-CHAP02T）",MS82PT-AP,NO,06-520W37-B002X,T8-32B2620-LPM1,4C-LB320T-DS2,NO,NO,NO,NO,NO,NO,NO,46-ZZ565C-60ZG,NO,NO,,,,,,,
H7-HE420NTU-ID0,L32E4200,32E4200,,,OLD,,4A-LD32OF-CS9GTA,"T8-32APTU-MA3
（02-SHY82V-CHAP04T）",MS82PVT-AP,NO,06-520W37-F001X,T8-32E4200-LPM1,4C-LB320T-YHF,NO,NO,NO,NO,NO,NO,NO,46-ZZ483G-60Z01G,NO,NO,,,,,,,
H7-28E42NKG-ID0,L29E4200,28E4200,,,OLD,,4A-LD28O5-CS4GTA,T8-28APKG-MA7 (02-SHY82P-CFAP08T),MS82PT-AP,NO,06-520W37-F001X,T8-28E4200-LPM1,4C-LB280T-YH2,NO,NO,NO,NO,NO,NO,NO,46-ZZ575C-60ZG,NO,NO,,,,,,,
H7-TE420NTZ-ID0,L19E4200,19E4200,,,OLD,,4A-LD19E5-CM5GTA,"T8-19APTZ-MA2
（02-SHY82V-CTAP02）",MS82PV-AP,NO,06-520W37-F001X,4A-LD19E5-CM5GTA,,NO,NO,NO,NO,NO,NO,NO,46-60HC20-AAB01G,NO,NO,,,,,,,
H7-DE42NKU-ID0,L24E4200,23E4200,,,OLD,,4A-LD23O7-SS1GTA,"T8-23APKU-MA2
（02-SHY82P-CYAP04）",MS82P-AP,NO,06-520W37-F001X,T8-23E4200-LPM1,4C-LB230T-HQ1,NO,NO,NO,NO,NO,NO,NO,46-60HA45-AAB01G,NO,NO,,,,,,,
H7-28E42NKG-ID0,L29E4200,28E4200,,,OLD,,4A-LD28O5-CS4GTA,T8-28APKG-MA7 (02-SHY82P-CFAP08T),MS82PT-AP,NO,06-520W37-F001X,T8-28E4200-LPM1,4C-LB280T-YH2,NO,NO,NO,NO,NO,NO,NO,46-ZZ575C-60ZG,NO,NO,,,,,,,
H7-HB252NKG-ID0A,L32B2520,32B2520,,,OLD,,4A-LD32OF-CS9GTA,"T8-32APKG-MA5
（02-SHY82P-CHAP02T）",MS82PT-AP,NO,06-520W37-B002X,T8-32B2520-LPM9,4C-LB320T-DS2,NO,NO,NO,NO,NO,NO,NO,46-ZZ538G-64ZG,NO,NO,,,,,,,
H7-HB262NKG-ID0A,L32B2620,32B2620,,,OLD,,4A-LD32OF-CS9GTA,"T8-32APKG-MA5
（02-SHY82P-CHAP02T）",MS82PT-AP,NO,06-520W37-B002X,T8-32B2620-LPM1,4C-LB320T-DS2,NO,NO,NO,NO,NO,NO,NO,46-ZZ565C-60ZG,NO,NO,,,,,,,
H7-DB260NKU-ID0,L24B2600,23B2600,,,OLD,,4A-LD23O7-SS1GTA,"T8-23APKU-MA2
（02-SHY82P-CYAP04）",MS82P-AP,NO,06-520W37-B002X,T8-23B2600-LPM1,4C-LB230T-HQ1,NO,NO,NO,NO,NO,NO,NO,46-60HA45-AAB01G,NO,NO,,,,,,,
H7-YB280NTZ-ID0,L24B2800,24B2800,,,OLD,,4A-LD24E5-CM1GTA,"T8-24APTZ-MA1
（02-SHY82V-CYAP02）",MS82PV-AP,NO,06-520W37-B002X,4A-LD24E5-CM1GTA,,NO,NO,NO,NO,NO,NO,NO,46-60HC20-AAB01G,NO,NO,,,,,,,
H7-HB262NKG-ID0A,L32B2620,32B2620,,,OLD,,4A-LD32OF-CS9GTA,"T8-32APKG-MA5
（02-SHY82P-CHAP02T）",MS82PT-AP,NO,06-520W37-B002X,T8-32B2620-LPM1,4C-LB320T-DS2,NO,NO,NO,NO,NO,NO,NO,46-ZZ565C-60ZG,NO,NO,,,,,,,
H7-YB280NTZ-ID0,L24B2800,24B2800,,,OLD,,4A-LD24E5-CM1GTA,"T8-24APTZ-MA1
（02-SHY82V-CYAP02）",MS82PV-AP,NO,06-520W37-B002X,4A-LD24E5-CM1GTA,,NO,NO,NO,NO,NO,NO,NO,46-60HC20-AAB01G,NO,NO,,,,,,,
H7-YB280NTZ-ID0,L24B2800,24B2800,,,OLD,,4A-LD24E5-CM1GTA,"T8-24APTZ-MA1
（02-SHY82V-CYAP02）",MS82PV-AP,NO,06-520W37-B002X,4A-LD24E5-CM1GTA,,NO,NO,NO,NO,NO,NO,NO,46-60HC20-AAB01G,NO,NO,,,,,,,
H7-YB280NTZ-ID0,L24B2800,24B2800,,,OLD,,4A-LD24E5-CM1GTA,"T8-24APTZ-MA1
（02-SHY82V-CYAP02）",MS82PV-AP,NO,06-520W37-B002X,4A-LD24E5-CM1GTA,,NO,NO,NO,NO,NO,NO,NO,46-60HC20-AAB01G,NO,NO,,,,,,,
H7-TE420NTZ-ID0,L19E4200,19E4200,,,OLD,,4A-LD19E5-CM5GTA,"T8-19APTZ-MA2
（02-SHY82V-CTAP02）",MS82PV-AP,NO,06-520W37-F001X,4A-LD19E5-CM5GTA,,NO,NO,NO,NO,NO,NO,NO,46-60HC20-AAB01G,NO,NO,,,,,,,
H7-28E42NKG-ID0,L29E4200,28E4200,,,OLD,,4A-LD28O5-CS4GTA,T8-28APKG-MA7 (02-SHY82P-CFAP08T),MS82PT-AP,NO,06-520W37-F001X,T8-28E4200-LPM1,4C-LB280T-YH2,NO,NO,NO,NO,NO,NO,NO,46-ZZ575C-60ZG,NO,NO,,,,,,,
H7-HB252NKG-ID0A,L32B2520,32B2520,,,OLD,,4A-LD32OF-CS9GTA,"T8-32APKG-MA5
（02-SHY82P-CHAP02T）",MS82PT-AP,NO,06-520W37-B002X,T8-32B2520-LPM9,4C-LB320T-DS2,NO,NO,NO,NO,NO,NO,NO,46-ZZ538G-64ZG,NO,NO,,,,,,,
H7-HB262NKG-ID0A,L32B2620,32B2620,,,OLD,,4A-LD32OF-CS9GTA,"T8-32APKG-MA5
（02-SHY82P-CHAP02T）",MS82PT-AP,NO,06-520W37-B002X,T8-32B2620-LPM1,4C-LB320T-DS2,NO,NO,NO,NO,NO,NO,NO,46-ZZ565C-60ZG,NO,NO,,,,,,,
H7-TE420NTZ-ID0,L19E4200,19E4200,,,OLD,,4A-LD19E5-CM5GTA,"T8-19APTZ-MA2
（02-SHY82V-CTAP02）",MS82PV-AP,NO,06-520W37-F001X,4A-LD19E5-CM5GTA,,NO,NO,NO,NO,NO,NO,NO,46-60HC20-AAB01G,NO,NO,,,,,,,
H7-HB252NKG-ID0A,L32B2520,32B2520,,,OLD,,4A-LD32OF-CS9GTA,"T8-32APKG-MA5
（02-SHY82P-CHAP02T）",MS82PT-AP,NO,06-520W37-B002X,T8-32B2520-LPM9,4C-LB320T-DS2,NO,NO,NO,NO,NO,NO,NO,46-ZZ538G-64ZG,NO,NO,,,,,,,
H7-HE420NTZ-ID0,L32E4200,32E4200,,,OLD,,4A-LD32O5-CSFGTA,"T8-32APTZ-MA3
（02-SHY82V-CHAP06）",MS82PV-AP,NO,06-520W37-F001X,T8-32E4200-LPM15,4C-LB320T-YHF,NO,NO,NO,NO,NO,NO,NO,46-YL110A1-30WX2G,NO,NO,,,,,,,
H7-TE420NTZ-ID0,L19E4200,19E4200,,,OLD,,4A-LD19E5-CM5GTA,"T8-19APTZ-MA2
（02-SHY82V-CTAP02）",MS82PV-AP,NO,06-520W37-F001X,4A-LD19E5-CM5GTA,,NO,NO,NO,NO,NO,NO,NO,46-60HC20-AAB01G,NO,NO,,,,,,,
H7-TE420NTZ-ID0,L19E4200,19E4200,,,OLD,,4A-LD19E5-CM5GTA,"T8-19APTZ-MA2
（02-SHY82V-CTAP02）",MS82PV-AP,NO,06-520W37-F001X,4A-LD19E5-CM5GTA,,NO,NO,NO,NO,NO,NO,NO,46-60HC20-AAB01G,NO,NO,,,,,,,
H7-WB370NAL-ID0,L55B3700,55B3700,,,OLD,,4A-LD55O5-CS4STA,T8-55APAL-MA1,RT49S-AP,81-PWE055-H01,06-520W37-T002X,T8-55B3700-LPM5,4C-LB550T-YH1A,NO,NO,NO,NO,NO,NO,NO,46-60FA45-BFB01G,NO,NO,,,,,,,
H7-TE420NTZ-ID0,L19E4200,19E4200,,,OLD,,4A-LD19E5-CM5GTA,"T8-19APTZ-MA2
（02-SHY82V-CTAP02）",MS82PV-AP,NO,06-520W37-F001X,4A-LD19E5-CM5GTA,,NO,NO,NO,NO,NO,NO,NO,46-60HC20-AAB01G,NO,NO,,,,,,,
H7-40E57CC-IDNB0AA,L40E5700,40E5700,,,OLD,,4A-LD40E5-CM2STA,08-RT95019-MA200AA,RT95-AP,81-PE391C0-PL290AA,06-5FHW53-C013X,4A-LD40E5-CM2STA,,NO,07-8192EU-MA1G,07-BT4D03-BT2G,NO,NO,NO,NO,46-YY049C-51Z01G,NO,NO,,,,,,,
H7-HB252NKG-ID0A,L32B2520,32B2520,,,OLD,,4A-LD32OF-CS9GTA,"T8-32APKG-MA5
（02-SHY82P-CHAP02T）",MS82PT-AP,NO,06-520W37-B002X,T8-32B2520-LPM9,4C-LB320T-DS2,NO,NO,NO,NO,NO,NO,NO,46-ZZ538G-64ZG,NO,NO,,,,,,,
H7-HB252NKG-ID0A,L32B2520,32B2520,,,OLD,,4A-LD32OF-CS9GTA,"T8-32APKG-MA5
（02-SHY82P-CHAP02T）",MS82PT-AP,NO,06-520W37-B002X,T8-32B2520-LPM9,4C-LB320T-DS2,NO,NO,NO,NO,NO,NO,NO,46-ZZ538G-64ZG,NO,NO,,,,,,,
H7-HB262NKG-ID0A,L32B2620,32B2620,,,OLD,,4A-LD32OF-CS9GTA,"T8-32APKG-MA5
（02-SHY82P-CHAP02T）",MS82PT-AP,NO,06-520W37-B002X,T8-32B2620-LPM1,4C-LB320T-DS2,NO,NO,NO,NO,NO,NO,NO,46-ZZ565C-60ZG,NO,NO,,,,,,,
H7-HB262NKG-ID0A,L32B2620,32B2620,,,OLD,,4A-LD32OF-CS9GTA,"T8-32APKG-MA5
（02-SHY82P-CHAP02T）",MS82PT-AP,NO,06-520W37-B002X,T8-32B2620-LPM1,4C-LB320T-DS2,NO,NO,NO,NO,NO,NO,NO,46-ZZ565C-60ZG,NO,NO,,,,,,,
H7-TE420NTZ-ID0,L19E4200,19E4200,,,OLD,,4A-LD19E5-CM5GTA,"T8-19APTZ-MA2
（02-SHY82V-CTAP02）",MS82PV-AP,NO,06-520W37-F001X,4A-LD19E5-CM5GTA,,NO,NO,NO,NO,NO,NO,NO,46-60HC20-AAB01G,NO,NO,,,,,,,
H7-28E420NTZ-ID0A,L29E4200B,28E4200,,,OLD,,4A-LD28O5-CS5GTA,T8-28APTZ-MA1 (02-SHY82V-CFAP02),MS82PV-AP,NO,06-520W37-B002X,T8-28E4200-LPM9,4C-LB280T-YH2,NO,NO,NO,NO,NO,NO,NO,46-60HA60-AAB01G,NO,NO,,,,,,,
H7-YB280NTZ-ID0,L24B2800,24B2800,,,OLD,,4A-LD24E5-CM1GTA,"T8-24APTZ-MA1
（02-SHY82V-CYAP02）",MS82PV-AP,NO,06-520W37-B002X,4A-LD24E5-CM1GTA,,NO,NO,NO,NO,NO,NO,NO,46-60HC20-AAB01G,NO,NO,,,,,,,
H7-28E420NTZ-ID0A,L29E4200B,28E4200,,,OLD,,4A-LD28O5-CS5GTA,T8-28APTZ-MA1 (02-SHY82V-CFAP02),MS82PV-AP,NO,06-520W37-B002X,T8-28E4200-LPM9,4C-LB280T-YH2,NO,NO,NO,NO,NO,NO,NO,46-60HA60-AAB01G,NO,NO,,,,,,,
H7-28E420NTZ-ID0A,L29E4200B,28E4200,,,OLD,,4A-LD28O5-CS5GTA,T8-28APTZ-MA1 (02-SHY82V-CFAP02),MS82PV-AP,NO,06-520W37-B002X,T8-28E4200-LPM9,4C-LB280T-YH2,NO,NO,NO,NO,NO,NO,NO,46-60HA60-AAB01G,NO,NO,,,,,,,
H7-HD270NZK-ID0,L32D2700,32D2700,,,OLD,,4A-LD32O5-CSFGTA,T8-32APZK-MA3,MS306PS-AP,NO,06-520W37-B002X,T8-32D2700S-LPM2,4C-LB320T-YHLCK,NO,NO,NO,NO,NO,NO,NO,46-AB300D-AU0HG,NO,NO,,,,,,,
H7-TE420NTZ-ID0,L19E4200,19E4200,,,OLD,,4A-LD19E5-CM5GTA,"T8-19APTZ-MA2
（02-SHY82V-CTAP02）",MS82PV-AP,NO,06-520W37-F001X,4A-LD19E5-CM5GTA,,NO,NO,NO,NO,NO,NO,NO,46-60HC20-AAB01G,NO,NO,,,,,,,
H7-YB280NTZ-ID0,L24B2800,24B2800,,,OLD,,4A-LD24E5-CM1GTA,"T8-24APTZ-MA1
（02-SHY82V-CYAP02）",MS82PV-AP,NO,06-520W37-B002X,4A-LD24E5-CM1GTA,,NO,NO,NO,NO,NO,NO,NO,46-60HC20-AAB01G,NO,NO,,,,,,,
H7-YB280NTZ-ID0,L24B2800,24B2800,,,OLD,,4A-LD24E5-CM1GTA,"T8-24APTZ-MA1
（02-SHY82V-CYAP02）",MS82PV-AP,NO,06-520W37-B002X,4A-LD24E5-CM1GTA,,NO,NO,NO,NO,NO,NO,NO,46-60HC20-AAB01G,NO,NO,,,,,,,
H7-28E420NTZ-ID0A,L29E4200B,28E4200,,,OLD,,4A-LD28O5-CS5GTA,T8-28APTZ-MA1 (02-SHY82V-CFAP02),MS82PV-AP,NO,06-520W37-B002X,T8-28E4200-LPM9,4C-LB280T-YH2,NO,NO,NO,NO,NO,NO,NO,46-60HA60-AAB01G,NO,NO,,,,,,,
H7-28E420NTZ-ID0A,L29E4200B,28E4200,,,OLD,,4A-LD28O5-CS5GTA,T8-28APTZ-MA1 (02-SHY82V-CFAP02),MS82PV-AP,NO,06-520W37-B002X,T8-28E4200-LPM9,4C-LB280T-YH2,NO,NO,NO,NO,NO,NO,NO,46-60HA60-AAB01G,NO,NO,,,,,,,
H7-HD270NZK-ID0,L32D2700,32D2700,,,OLD,,4A-LD32O5-CSFGTA,T8-32APZK-MA3,MS306PS-AP,NO,06-520W37-B002X,T8-32D2700S-LPM1,4C-LB320T-YHLCK,NO,NO,NO,NO,NO,NO,NO,46-AB300D-AU0HG,NO,NO,,,,,,,
H7-HD270NZK-ID0,L32D2700,32D2700,,,OLD,,4A-LD32O5-CSFGTA,T8-32APZK-MA3,MS306PS-AP,NO,06-520W37-B002X,T8-32D2700S-LPM1,4C-LB320T-YHLCK,NO,NO,NO,NO,NO,NO,NO,46-AB300D-AU0HG,NO,NO,,,,,,,
H7-KB280NKC-ID0,L40B2800,40B2800,,,OLD,,4A-LD40O5-CM1GTA,T8-40APKC-MA7,MS306-AP,81-PBE039-G03,06-520W37-B002X,T8-40B2800-LPM2,4C-LB400T-YH2,NO,NO,NO,NO,NO,NO,NO,46-ZZ089G-26ZG,NO,NO,,,,,,,
H7-WB370NAL-ID0,L55B3700,55B3700,,,OLD,,4A-LD55O5-CS4STA,T8-55APAL-MA1,RT49S-AP,81-PWE055-H01,06-520W37-T002X,T8-55B3700-LPM5,4C-LB550T-YH1A,NO,NO,NO,NO,NO,NO,NO,46-60FA45-BFB01G,NO,NO,,,,,,,
H7-WB370NAL-ID0,L55B3700,55B3700,,,OLD,,4A-LD55O5-CS4STA,T8-55APAL-MA1,RT49S-AP,81-PWE055-H01,06-520W37-T002X,T8-55B3700-LPM5,4C-LB550T-YH1A,NO,NO,NO,NO,NO,NO,NO,46-60FA45-BFB01G,NO,NO,,,,,,,
H3-85H95CK-AA1A0AA,U85H9510FDS,85H9510,,,OLD,,4A-LD85ES-SS2STA,08-NT67008-MA200AA,NT67KH-AU,81-PE852C0-PL290AA,06-IRZNSB-URC651,4A-LD85ES-SS2STA,,NO,NO,NO,NO,NO,NO,NO,46-YY049C-51Z04G,46-YY049C-41Z02G,NO,,,,,,,
H7-TE420NTZ-ID0,L19E4200,19E4200,,,OLD,,4A-LD19E5-CM5GTA,"T8-19APTZ-MA2
（02-SHY82V-CTAP02）",MS82PV-AP,NO,06-520W37-F001X,4A-LD19E5-CM5GTA,,NO,NO,NO,NO,NO,NO,NO,46-60HC20-AAB01G,NO,NO,,,,,,,
H7-HD270NZK-ID0,L32D2700,32D2700S,,,OLD,,4A-LD32O5-CSFGTA,T8-32APZK-MA3,MS306PS-AP,NO,06-520W37-B002X,T8-32D2700S-LPM2,4C-LB320T-YHLCK,NO,NO,NO,NO,NO,NO,NO,46-AB300D-AU0HG,NO,NO,,,,,,,
H7-YD270NTZ-ID0,L24D2700,24D2700,,,OLD,,4A-LD24E5-CM1GTA,"T8-24APTZ-MA1
（02-SHY82V-CYAP02）",MS82PV-AP,NO,06-520W37-B002X,4A-LD24E5-CM1GTA,,NO,NO,NO,NO,NO,NO,NO,46-60HC20-AAB01G,NO,NO,,,,,,,
H7-YD270NTZ-ID0,L24D2700,24D2700,,,OLD,,4A-LD24E5-CM1GTA,"T8-24APTZ-MA1
（02-SHY82V-CYAP02）",MS82PV-AP,NO,06-520W37-B002X,4A-LD24E5-CM1GTA,,NO,NO,NO,NO,NO,NO,NO,46-60HC20-AAB01G,NO,NO,,,,,,,
H7-40E58DK-IDNB0AA,L40E5800,40E5800,,,OLD,,4A-LD40O5-SSCGTA,08-RT95L03-MA200AA,RT95L-AP,81-LE911J1-PL210AA,06-5FHW53-C013X,08-40E5800-LPM001C,4C-LB4007-YHEX1,NO,07-RL8192-MA0G,NO,NO,NO,NO,NO,46-YY032C-51Z03G,NO,46-YY060C-68Z02G,,,,,,,
